SOAcondition,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
negative,1,1050,mult,1,758,large,6_8_mult_true.jpg,104,TRUE,1680,0.168710083,0.058010944,0,60
neutral,1,1050,add,1,758,large,8_4_add_FNI.jpg,115,FALSE,1680,0.102302791,0.113459398,0,300
negative,1,1050,mult,1,758,large,4_9_mult_FNI.jpg,127,FALSE,1680,0.969526636,1.135290462,1,340
negative,1,1050,add,1,758,small,2_7_add_true.jpg,146,TRUE,1680,0.194111471,0.207936013,0,340
negative,1,1050,mult,2,760,small,5_3_mult_true.jpg,103,TRUE,1680,-0.078115558,-0.001143781,0,260
negative,1,1050,mult,2,760,small,5_3_mult_true.jpg,105,TRUE,1680,0.296355256,0.306928645,0,80
negative,1,1050,add,2,761,small,8_2_add_true.jpg,143,TRUE,1680,0.230639805,0.292316557,0,320
neutral,1,1050,mult,2,763,small,5_3_mult_FI.jpg,104,FALSE,1680,-0.161138761,-0.193694689,0,480
negative,1,1050,mult,2,763,large,9_7_mult_FI.jpg,126,FALSE,1680,0.326686701,0.290048083,0,400
negative,1,1050,add,2,764,large,8_4_add_true.jpg,105,TRUE,1680,0.137551931,0.054776648,0,300
neutral,1,1050,mult,1,765,large,4_9_mult_true.jpg,104,TRUE,1680,1.045224289,0.970910227,1,440
negative,1,1050,add,1,765,small,5_3_add_FI.jpg,129,FALSE,1680,1.032576817,0.786302214,1,240
neutral,1,1050,add,1,766,small,5_3_add_true.jpg,104,TRUE,1680,0.105368419,0.025719612,0,300
neutral,1,1050,add,2,766,large,4_9_add_true.jpg,105,TRUE,1680,0.227467506,0.238664985,0,260
negative,1,1050,mult,2,766,small,3_6_mult_true.jpg,127,TRUE,1680,-0.0269928,-0.004894562,0,400
negative,1,1050,add,2,766,small,3_6_add_true.jpg,127,TRUE,1680,-0.14049659,-0.166655403,0,360
negative,1,1050,mult,1,768,small,5_3_mult_FNI.jpg,127,FALSE,1680,0.486813396,0.520451678,0,400
neutral,1,1050,mult,2,769,large,6_8_mult_true.jpg,139,TRUE,1680,-0.652139557,-0.697040232,0,460
negative,1,1050,mult,2,769,small,8_2_mult_FNI.jpg,146,FALSE,1680,0.278033834,0.281310704,0,300
neutral,1,1050,add,2,770,small,8_2_add_true.jpg,105,TRUE,1680,0.447255079,0.336638425,0,220
neutral,1,1050,add,2,770,large,8_4_add_true.jpg,121,TRUE,1680,-0.072942953,-0.069597315,0,300
negative,1,1050,add,2,771,large,8_4_add_FI.jpg,104,FALSE,1680,-0.112398122,-0.021209277,0,400
negative,1,1050,add,2,771,small,8_2_add_true.jpg,129,TRUE,1680,0.454217354,0.332056351,0,80
negative,1,1050,mult,1,771,small,5_3_mult_true.jpg,146,TRUE,1680,0.081018674,0.073236597,0,420
neutral,1,1050,mult,2,772,small,8_2_mult_FI.jpg,108,FALSE,1680,0.723795089,0.720154461,0,40
neutral,1,1050,mult,2,772,small,8_2_mult_true.jpg,127,TRUE,1680,-0.145857124,-0.156140693,0,380
neutral,1,1050,mult,1,772,large,4_9_mult_FI.jpg,143,FALSE,1680,-0.231470469,-0.167667654,0,300
neutral,1,1050,mult,1,773,small,3_6_mult_true.jpg,104,TRUE,1680,0.993447774,0.557700667,1,240
neutral,1,1050,mult,1,774,small,2_7_mult_FI.jpg,129,FALSE,1680,1.116876936,1.072369457,0,60
negative,1,1050,mult,2,774,small,2_7_mult_FI.jpg,146,FALSE,1680,0.148494169,0.122063911,0,300
neutral,1,1050,mult,2,775,large,9_7_mult_true.jpg,109,TRUE,1680,-0.053463299,-0.056663898,0,400
negative,1,1050,mult,2,775,large,6_8_mult_true.jpg,127,TRUE,1680,-0.165040855,-0.15468643,0,280
negative,1,1050,add,1,776,small,8_2_add_true.jpg,108,TRUE,1680,0.668390493,0.740817334,0,160
neutral,1,1050,mult,2,776,large,6_8_mult_true.jpg,127,TRUE,1680,-0.183349088,-0.218549107,0,400
negative,1,1050,mult,2,778,small,2_7_mult_FNI.jpg,104,FALSE,1680,-0.138939847,-0.085384165,0,360
negative,1,1050,add,1,778,large,4_9_add_true.jpg,108,TRUE,1680,0.418507126,0.416520473,0,240
neutral,1,1050,mult,1,778,large,8_4_mult_true.jpg,148,TRUE,1680,0.204504785,0.208150626,0,180
neutral,1,1050,mult,2,779,small,3_6_mult_true.jpg,143,TRUE,1680,-0.077566453,-0.039724677,0,380
neutral,1,1050,add,1,780,large,6_8_add_FNI.jpg,127,FALSE,1680,0.224678301,0.303651394,0,480
neutral,1,1050,mult,1,781,large,6_8_mult_true.jpg,146,TRUE,1680,0.106259341,0.162135572,0,440
neutral,1,1050,add,2,782,small,5_3_add_true.jpg,103,TRUE,1680,0.612917864,0.940770035,0,220
negative,1,1050,mult,1,782,small,5_3_mult_true.jpg,104,TRUE,1680,0.360790718,0.342052014,0,440
negative,1,1050,mult,2,782,large,9_7_mult_FI.jpg,104,FALSE,1680,-0.104320822,-0.08666026,0,480
neutral,1,1050,mult,1,782,small,8_2_mult_true.jpg,108,TRUE,1680,0.323071729,0.334144511,0,40
negative,1,1050,add,2,782,small,5_3_add_true.jpg,109,TRUE,1680,0.151140519,0.045273101,0,420
neutral,1,1050,mult,2,782,small,3_6_mult_true.jpg,129,TRUE,1680,0.106011004,0.105732763,0,500
neutral,1,1050,add,1,782,large,6_8_add_FI.jpg,139,FALSE,1680,-0.075638409,-0.090028762,0,100
negative,1,1050,add,2,782,small,5_3_add_true.jpg,143,TRUE,1680,0.18377515,0.155150855,0,400
negative,1,1050,add,2,782,small,5_3_add_true.jpg,143,TRUE,1680,-0.070805008,0.0041492,0,260
negative,1,1050,add,2,783,small,8_2_add_true.jpg,105,TRUE,1680,0.093212597,0.054581847,0,280
neutral,1,1050,add,2,783,small,2_7_add_true.jpg,105,TRUE,1680,0.094010521,0.01964935,0,300
negative,1,1050,add,2,783,large,4_9_add_FNI.jpg,108,FALSE,1680,0.163685517,0.00440006,0,40
neutral,1,1050,add,2,784,large,8_4_add_true.jpg,143,TRUE,1680,-0.161612394,-0.04318022,0,220
negative,1,1050,mult,2,784,small,5_3_mult_true.jpg,143,TRUE,1680,0.153392343,0.099010333,0,460
neutral,1,1050,add,1,786,small,5_3_add_true.jpg,104,TRUE,1680,-0.19677048,-0.105806432,0,460
negative,1,1050,mult,1,786,small,2_7_mult_true.jpg,104,TRUE,1680,0.142721343,0.081167273,0,420
negative,1,1050,mult,1,787,small,5_3_mult_true.jpg,146,TRUE,1680,0.079499523,0.110361813,0,440
neutral,1,1050,mult,2,788,small,8_2_mult_FNI.jpg,108,FALSE,1680,1.000643362,0.89432749,0,40
negative,1,1050,add,1,788,large,8_4_add_true.jpg,110,TRUE,1680,-0.096336545,-0.121058501,0,400
neutral,1,1050,add,2,788,small,3_6_add_true.jpg,129,TRUE,1680,0.124572656,0.121444058,0,320
negative,1,1050,mult,2,788,small,2_7_mult_true.jpg,129,TRUE,1680,0.264722429,0.240117481,1,460
negative,1,1050,add,2,789,small,2_7_add_true.jpg,103,TRUE,1680,-0.156888286,-0.083075341,0,280
neutral,1,1050,mult,2,789,small,2_7_mult_true.jpg,105,TRUE,1680,-0.099481424,-0.105766241,0,420
negative,1,1050,mult,1,789,small,8_2_mult_true.jpg,108,TRUE,1680,0.397378692,0.408124905,0,300
neutral,1,1050,add,2,789,large,6_8_add_true.jpg,143,TRUE,1680,0.175008176,0.198677314,0,380
negative,1,1050,add,2,790,small,8_2_add_true.jpg,121,TRUE,1680,-0.167486073,-0.103835545,0,320
negative,1,1050,mult,2,790,small,3_6_mult_true.jpg,129,TRUE,1680,0.128693097,0.116417735,0,80
neutral,1,1050,mult,1,790,small,2_7_mult_true.jpg,146,TRUE,1680,0.065438086,0.046864097,0,480
neutral,1,1050,mult,2,791,small,3_6_mult_true.jpg,127,TRUE,1680,-0.184655475,-0.247274729,0,420
neutral,1,1050,add,2,791,small,3_6_add_true.jpg,143,TRUE,1680,0.17593044,0.183592968,0,320
neutral,1,1050,add,2,792,small,3_6_add_true.jpg,103,TRUE,1680,-0.077250057,-0.082023615,0,340
negative,1,1050,add,2,792,small,8_2_add_FI.jpg,104,FALSE,1680,0.878695371,0.736204017,2,440
negative,1,1050,add,2,792,large,4_9_add_true.jpg,121,TRUE,1680,-0.050959878,-0.049845634,0,340
negative,1,1050,add,2,792,small,2_7_add_FNI.jpg,146,FALSE,1680,0.120172477,0.059581598,0,120
negative,1,1050,add,1,794,small,5_3_add_true.jpg,108,TRUE,1680,0.111726788,0.058913449,0,180
neutral,1,1050,add,1,794,large,8_4_add_true.jpg,140,TRUE,1680,-0.500149775,-0.717444132,1,120
neutral,1,1050,mult,2,795,large,8_4_mult_true.jpg,105,TRUE,1680,-0.200900178,-0.243762673,0,300
neutral,1,1050,mult,2,795,large,6_8_mult_true.jpg,123,TRUE,1680,-0.192121707,-0.163327609,0,280
neutral,1,1050,add,2,795,small,8_2_add_true.jpg,129,TRUE,1680,-0.155426654,-0.079651633,0,180
negative,1,1050,mult,2,796,large,8_4_mult_FNI.jpg,104,FALSE,1680,0.2184557,-0.015812989,0,240
neutral,1,1050,add,1,796,small,8_2_add_true.jpg,146,TRUE,1680,0.187412011,0.19650952,0,280
negative,1,1050,add,1,797,large,8_4_add_FNI.jpg,127,FALSE,1680,1.323125521,1.479686188,0,380
negative,1,1050,mult,2,797,small,2_7_mult_true.jpg,143,TRUE,1680,-0.156246018,-0.09173399,0,440
negative,1,1050,add,2,798,small,5_3_add_true.jpg,103,TRUE,1680,0.313621549,0.190247524,0,280
neutral,1,1050,add,2,798,small,8_2_add_true.jpg,115,TRUE,1680,0.129276331,0.11597272,0,140
negative,1,1050,mult,1,798,small,5_3_mult_FI.jpg,129,FALSE,1680,1.030140356,0.974759787,0,60
neutral,1,1050,mult,1,799,small,3_6_mult_true.jpg,108,TRUE,1680,0.656140311,0.44305864,0,40
negative,1,1050,add,2,800,large,8_4_add_FI.jpg,104,FALSE,1680,0.735697884,-0.078349903,1,280
neutral,1,1050,add,1,802,small,3_6_add_true.jpg,104,TRUE,1680,0.134505757,0.120896575,0,440
neutral,1,1050,mult,2,803,small,2_7_mult_true.jpg,109,TRUE,1680,0.540239939,0.656690598,0,80
neutral,1,1050,add,1,803,large,6_8_add_FI.jpg,127,FALSE,1680,0.647222708,0.597468234,0,260
negative,1,1050,add,1,803,small,5_3_add_true.jpg,148,TRUE,1680,0.271122901,0.253372492,0,160
neutral,1,1050,add,1,804,small,3_6_add_true.jpg,104,TRUE,1680,0.974130205,1.22211601,1,460
neutral,1,1050,add,2,804,small,5_3_add_FNI.jpg,104,FALSE,1680,1.880819883,1.322063513,0,280
neutral,1,1050,add,2,804,small,8_2_add_true.jpg,121,TRUE,1680,-0.110947337,-0.113699106,0,340
neutral,1,1050,mult,2,805,small,2_7_mult_true.jpg,103,TRUE,1680,0.340536948,0.432559709,0,280
neutral,1,1050,add,2,805,large,9_7_add_true.jpg,105,TRUE,1680,0.362728735,0.411486487,0,300
negative,1,1050,mult,2,805,large,8_4_mult_true.jpg,127,TRUE,1680,-0.127283478,-0.141062062,0,480
negative,1,1050,mult,1,805,small,5_3_mult_FNI.jpg,129,FALSE,1680,1.284393626,0.777445213,1,60
negative,1,1050,mult,1,806,large,8_4_mult_true.jpg,130,TRUE,1680,0.230909812,0.273321397,0,160
neutral,1,1050,add,1,806,small,2_7_add_true.jpg,132,TRUE,1680,0.121963509,0.107268493,0,320
neutral,1,1050,add,1,806,large,8_4_add_true.jpg,146,TRUE,1680,0.115137543,0.146913068,0,460
neutral,1,1050,mult,1,806,large,8_4_mult_true.jpg,148,TRUE,1680,0.182725687,0.168108079,0,220
neutral,1,1050,mult,1,807,small,3_6_mult_true.jpg,104,TRUE,1680,1.304849697,1.748296032,1,400
neutral,1,1050,add,1,807,small,2_7_add_true.jpg,104,TRUE,1680,1.552278583,1.809753881,0,340
negative,1,1050,add,2,807,large,6_8_add_FI.jpg,104,FALSE,1680,-0.322071799,-0.408951838,1,540
negative,1,1050,add,2,807,large,9_7_add_true.jpg,105,TRUE,1680,0.321813422,0.326216978,0,320
neutral,1,1050,add,2,807,small,8_2_add_true.jpg,127,TRUE,1680,-0.019155772,-0.018770272,0,420
neutral,1,1050,add,2,807,small,8_2_add_true.jpg,127,TRUE,1680,-0.115215751,-0.14654916,0,460
negative,1,1050,add,2,807,small,3_6_add_true.jpg,143,TRUE,1680,0.103135245,0.042334594,0,540
neutral,1,1050,add,1,809,small,8_2_add_true.jpg,108,TRUE,1680,0.209960567,0.087402425,0,280
negative,1,1050,mult,1,809,large,6_8_mult_true.jpg,146,TRUE,1680,0.047336642,0.045915959,0,400
negative,1,1050,mult,2,810,small,5_3_mult_FNI.jpg,104,FALSE,1680,1.543186729,1.142270319,0,340
negative,1,1050,mult,1,810,small,8_2_mult_true.jpg,108,TRUE,1680,0.306461252,0.285462506,0,40
negative,1,1050,mult,1,810,small,8_2_mult_FI.jpg,109,FALSE,1680,0.5615175,0.309877735,0,260
neutral,1,1050,mult,2,812,small,2_7_mult_true.jpg,105,TRUE,1680,0.260330573,0.254495589,0,280
negative,1,1050,add,2,812,small,8_2_add_true.jpg,129,TRUE,1680,1.239209466,0.913539024,0,260
neutral,1,1050,add,1,812,small,8_2_add_true.jpg,146,TRUE,1680,0.288540362,0.419095451,0,360
negative,1,1050,add,1,813,small,2_7_add_true.jpg,104,TRUE,1680,0.893802416,1.056031113,1,480
negative,1,1050,mult,1,813,large,8_4_mult_true.jpg,108,TRUE,1680,0.208567844,0.272729032,0,320
negative,1,1050,add,1,813,small,8_2_add_true.jpg,112,TRUE,1680,-0.140194319,-0.165526886,0,80
neutral,1,1050,add,2,814,small,3_6_add_true.jpg,105,TRUE,1680,0.531133257,0.532392091,0,360
negative,1,1050,add,2,814,large,8_4_add_FNI.jpg,108,FALSE,1680,0.692626341,0.41822466,0,160
negative,1,1050,mult,2,814,small,2_7_mult_true.jpg,121,TRUE,1680,-0.081572704,-0.069021997,0,300
negative,1,1050,mult,2,815,small,5_3_mult_true.jpg,139,TRUE,1680,-0.481762158,-0.560318074,1,360
neutral,1,1050,add,2,816,large,8_4_add_true.jpg,129,TRUE,1680,0.09145746,0.052167075,0,480
neutral,1,1050,add,2,816,large,8_4_add_true.jpg,129,TRUE,1680,0.086119637,0.03404261,0,380
neutral,1,1050,add,2,816,large,4_9_add_true.jpg,129,TRUE,1680,0.295712994,0.20997933,0,400
negative,1,1050,add,2,817,large,4_9_add_true.jpg,105,TRUE,1680,0.288780586,0.337872717,0,320
negative,1,1050,add,1,817,large,8_4_add_true.jpg,110,TRUE,1680,-0.049209727,-0.047143533,0,420
negative,1,1050,mult,1,817,small,5_3_mult_FI.jpg,115,FALSE,1680,-0.175164556,-0.154132479,0,320
negative,1,1050,add,1,817,small,8_2_add_FNI.jpg,127,FALSE,1680,1.135857261,1.508708121,1,460
negative,1,1050,mult,1,817,large,4_9_mult_true.jpg,128,TRUE,1680,0.453028928,0.539108123,0,300
negative,1,1050,add,1,817,large,6_8_add_true.jpg,146,TRUE,1680,0.162837198,0.211602238,0,320
negative,1,1050,add,1,818,large,4_9_add_true.jpg,108,TRUE,1680,0.407125445,0.268788838,0,40
neutral,1,1050,mult,1,818,large,6_8_mult_FI.jpg,129,FALSE,1680,0.85442164,0.514417502,0,280
negative,1,1050,mult,2,819,small,5_3_mult_true.jpg,105,TRUE,1680,0.115202908,-0.034446116,0,240
neutral,1,1050,add,2,819,small,5_3_add_true.jpg,143,TRUE,1680,0.193723871,0.151379754,0,400
negative,1,1050,mult,1,820,small,5_3_mult_true.jpg,128,TRUE,1680,0.72574725,0.957328886,0,60
negative,1,1050,mult,1,820,large,8_4_mult_FNI.jpg,143,FALSE,1680,0.068734855,0.052929978,0,280
neutral,1,1050,mult,2,821,small,3_6_mult_true.jpg,103,TRUE,1680,0.203131561,0.263365155,0,260
negative,1,1050,mult,1,821,small,5_3_mult_true.jpg,146,TRUE,1680,0.08158098,0.087454185,0,460
neutral,1,1050,add,1,822,small,3_6_add_true.jpg,108,TRUE,1680,0.509714883,0.569232426,0,260
negative,1,1050,mult,1,822,large,9_7_mult_true.jpg,112,TRUE,1680,-0.11831117,-0.152784969,0,260
neutral,1,1050,add,1,822,large,4_9_add_true.jpg,130,TRUE,1680,0.239459699,0.277516716,0,80
neutral,1,1050,add,2,822,small,8_2_add_true.jpg,139,TRUE,1680,-0.696528026,-0.859575375,0,360
neutral,1,1050,mult,1,822,large,4_9_mult_FI.jpg,143,FALSE,1680,-0.231430241,-0.20445105,0,300
neutral,1,1050,mult,2,823,large,4_9_mult_true.jpg,119,TRUE,1680,0.084970102,0.06616647,0,380
neutral,1,1050,mult,2,823,large,9_7_mult_true.jpg,123,TRUE,1680,0.0800686,0.044844762,0,240
negative,1,1050,add,1,823,large,9_7_add_FNI.jpg,127,FALSE,1680,0.484423607,0.614035904,0,440
neutral,1,1050,add,1,823,large,8_4_add_true.jpg,146,TRUE,1680,0.209694241,0.253695307,0,340
neutral,1,1050,mult,1,823,small,8_2_mult_true.jpg,146,TRUE,1680,0.155080856,0.196480868,0,420
negative,1,1050,mult,2,824,small,8_2_mult_true.jpg,127,TRUE,1680,-0.17242555,-0.204043588,0,420
neutral,1,1050,add,2,824,small,2_7_add_true.jpg,143,TRUE,1680,1.030530285,0.793448677,1,320
negative,1,1050,mult,1,824,small,8_2_mult_true.jpg,146,TRUE,1680,0.083631097,0.060487155,0,440
neutral,1,1050,mult,1,824,large,6_8_mult_true.jpg,148,TRUE,1680,0.17654595,0.167143506,0,160
negative,1,1050,mult,1,825,large,4_9_mult_true.jpg,104,TRUE,1680,1.767219413,1.139509861,0,40
negative,1,1050,mult,1,825,large,8_4_mult_true.jpg,104,TRUE,1680,1.721432094,1.617093401,0,360
negative,1,1050,add,2,825,small,5_3_add_true.jpg,121,TRUE,1680,-0.134982442,-0.144015968,0,360
negative,1,1050,add,1,826,small,2_7_add_true.jpg,108,TRUE,1680,-0.387702508,0.084190293,0,80
neutral,1,1050,mult,2,826,large,8_4_mult_true.jpg,129,TRUE,1680,1.441061361,0.70904602,1,260
neutral,1,1050,add,1,827,small,5_3_add_true.jpg,126,TRUE,1680,0.296779492,0.339426575,0,460
neutral,1,1050,add,1,827,small,3_6_add_true.jpg,132,TRUE,1680,-0.090415688,-0.025911854,0,280
neutral,1,1050,add,1,827,large,8_4_add_true.jpg,140,TRUE,1680,1.361329721,-0.160899197,2,20
negative,1,1050,mult,1,829,large,8_4_mult_true.jpg,108,TRUE,1680,0.632601991,0.231504906,0,60
negative,1,1050,add,1,829,small,5_3_add_true.jpg,146,TRUE,1680,0.123513188,0.138964065,0,340
neutral,1,1050,add,2,830,small,8_2_add_true.jpg,103,TRUE,1680,0.27561191,0.265423609,1,220
neutral,1,1050,mult,2,830,small,8_2_mult_FNI.jpg,104,FALSE,1680,1.393361935,0.876542327,0,400
negative,1,1050,mult,1,830,large,9_7_mult_true.jpg,104,TRUE,1680,1.19024413,1.365561338,0,200
neutral,1,1050,mult,1,830,large,8_4_mult_true.jpg,110,TRUE,1680,-0.046003774,-0.007599163,0,400
negative,1,1050,mult,1,831,large,9_7_mult_true.jpg,104,TRUE,1680,0.097324255,0.088461202,0,380
negative,1,1050,add,2,831,large,9_7_add_true.jpg,127,TRUE,1680,-0.328425557,-0.38468659,1,460
neutral,1,1050,mult,1,831,large,4_9_mult_FNI.jpg,139,FALSE,1680,0.833003547,1.244166281,0,120
negative,1,1050,add,1,832,large,9_7_add_true.jpg,108,TRUE,1680,0.60698573,0.574441288,0,40
neutral,1,1050,mult,1,832,large,8_4_mult_true.jpg,110,TRUE,1680,-0.108140244,-0.064391721,0,400
negative,1,1050,add,2,832,large,9_7_add_true.jpg,121,TRUE,1680,-0.061871512,-0.05339141,0,340
neutral,1,1050,add,1,833,large,8_4_add_true.jpg,104,TRUE,1680,0.308870333,0.278251395,1,440
neutral,1,1050,mult,2,833,large,8_4_mult_FNI.jpg,108,FALSE,1680,0.510276172,0.311650102,0,40
negative,1,1050,mult,2,833,small,2_7_mult_true.jpg,127,TRUE,1680,-0.153143055,-0.204225865,0,540
neutral,1,1050,mult,1,833,small,3_6_mult_FNI.jpg,129,FALSE,1680,1.248222215,0.853791008,0,80
negative,1,1050,mult,2,833,small,3_6_mult_FNI.jpg,146,FALSE,1680,-0.069029763,-0.029602363,0,380
neutral,1,1050,mult,2,834,small,5_3_mult_true.jpg,109,TRUE,1680,0.910169715,1.02772779,0,380
negative,1,1050,mult,2,834,small,2_7_mult_true.jpg,113,TRUE,1680,-0.342746152,-0.316334004,4,160
negative,1,1050,mult,2,834,large,9_7_mult_true.jpg,127,TRUE,1680,-0.496928335,-0.619682244,0,400
neutral,1,1050,mult,2,834,small,8_2_mult_true.jpg,129,TRUE,1680,0.252319944,0.238228818,0,380
neutral,1,1050,mult,2,835,small,3_6_mult_true.jpg,109,TRUE,1680,-0.088977121,-0.079623115,0,360
negative,1,1050,add,1,835,small,5_3_add_true.jpg,112,TRUE,1680,-0.038517825,-0.027474912,0,240
neutral,1,1050,add,1,836,small,3_6_add_true.jpg,104,TRUE,1680,1.415904951,1.811393308,1,380
neutral,1,1050,mult,2,836,small,2_7_mult_FNI.jpg,104,FALSE,1680,1.042140657,1.124386189,0,420
negative,1,1050,mult,2,836,small,3_6_mult_true.jpg,115,TRUE,1680,-0.10123299,-0.059096251,0,480
neutral,1,1050,add,2,836,small,2_7_add_FNI.jpg,132,FALSE,1680,0.206576423,0.140069475,0,240
negative,1,1050,add,1,837,small,5_3_add_true.jpg,104,TRUE,1680,-0.073154045,-0.087446115,0,500
neutral,1,1050,mult,1,837,small,2_7_mult_true.jpg,108,TRUE,1680,0.084594353,0.069903036,0,400
neutral,1,1050,mult,2,837,large,9_7_mult_true.jpg,129,TRUE,1680,0.14961996,0.132003585,0,60
negative,1,1050,mult,1,837,large,9_7_mult_FNI.jpg,143,FALSE,1680,0.101337752,0.008309486,0,440
negative,1,1050,mult,1,837,large,4_9_mult_true.jpg,146,TRUE,1680,0.119816601,0.106030192,0,400
negative,1,1050,mult,2,838,large,4_9_mult_FI.jpg,104,FALSE,1680,-0.445229122,-0.475231163,0,480
negative,1,1050,add,1,838,small,3_6_add_true.jpg,104,TRUE,1680,0.076301881,0.071073632,0,500
neutral,1,1050,add,2,838,small,5_3_add_FI.jpg,104,FALSE,1680,1.67587181,1.5212985,1,440
negative,1,1050,mult,2,839,small,2_7_mult_FNI.jpg,108,FALSE,1680,0.746750309,0.698818399,0,260
neutral,1,1050,mult,1,839,small,5_3_mult_true.jpg,108,TRUE,1680,0.373927834,0.269230056,0,100
neutral,1,1050,mult,2,839,large,8_4_mult_true.jpg,121,TRUE,1680,-0.243449443,-0.282774361,0,380
negative,1,1050,mult,1,839,large,4_9_mult_FNI.jpg,129,FALSE,1680,1.159522637,0.956821056,1,220
neutral,1,1050,mult,1,840,small,3_6_mult_true.jpg,104,TRUE,1680,1.096259504,1.155476492,1,440
negative,1,1050,add,1,841,large,6_8_add_true.jpg,108,TRUE,1680,0.838374989,0.645342482,0,120
negative,1,1050,mult,2,841,small,3_6_mult_true.jpg,127,TRUE,1680,0.423312347,0.494512065,0,120
neutral,1,1050,add,2,842,large,9_7_add_true.jpg,105,TRUE,1680,0.673198499,0.605626023,0,100
negative,1,1050,add,1,842,small,5_3_add_true.jpg,110,TRUE,1680,0.037350589,-0.012803791,0,460
neutral,1,1050,add,2,843,large,6_8_add_FI.jpg,108,FALSE,1680,-0.428454039,0.085935327,1,340
neutral,1,1050,add,1,844,small,5_3_add_FNI.jpg,103,FALSE,1680,0.446146144,0.413819811,0,240
negative,1,1050,add,2,844,small,3_6_add_FNI.jpg,108,FALSE,1680,-0.438397758,-0.174393406,1,160
neutral,1,1050,add,2,844,small,5_3_add_FNI.jpg,108,FALSE,1680,-0.238633082,0.01022905,0,100
neutral,1,1050,mult,1,844,small,5_3_mult_true.jpg,110,TRUE,1680,0.255471693,0.22789643,0,420
negative,1,1050,mult,2,844,large,9_7_mult_FI.jpg,110,FALSE,1680,-0.067523376,-0.063612337,0,380
negative,1,1050,mult,1,844,small,2_7_mult_true.jpg,126,TRUE,1680,0.453325357,0.540879324,0,440
negative,1,1050,mult,2,844,small,2_7_mult_true.jpg,143,TRUE,1680,0.227284043,0.224536581,0,500
negative,1,1050,mult,2,845,large,9_7_mult_true.jpg,121,TRUE,1680,-0.346146055,-0.388309918,0,320
negative,1,1050,add,1,845,small,2_7_add_true.jpg,126,TRUE,1680,-0.059028192,0.015792608,0,540
negative,1,1050,add,2,845,large,8_4_add_true.jpg,127,TRUE,1680,-0.231225246,-0.285695178,0,520
negative,1,1050,mult,2,845,large,4_9_mult_true.jpg,129,TRUE,1680,1.403782752,1.024647016,1,40
neutral,1,1050,add,1,845,small,3_6_add_true.jpg,146,TRUE,1680,0.109989519,0.152296482,0,460
negative,1,1050,mult,1,845,small,3_6_mult_true.jpg,148,TRUE,1680,0.184703495,0.156464042,0,300
neutral,1,1050,mult,2,846,large,8_4_mult_true.jpg,103,TRUE,1680,0.161097667,0.048493335,0,320
negative,1,1050,mult,1,846,small,3_6_mult_true.jpg,108,TRUE,1680,0.256751841,0.129956641,0,40
neutral,1,1050,mult,1,847,large,9_7_mult_true.jpg,104,TRUE,1680,0.91798883,0.376672745,2,360
negative,1,1050,mult,2,847,small,5_3_mult_true.jpg,129,TRUE,1680,0.498018185,0.235724139,1,40
neutral,1,1050,add,1,847,small,8_2_add_FNI.jpg,139,FALSE,1680,0.497823827,0.430572002,0,60
neutral,1,1050,add,1,847,large,8_4_add_true.jpg,148,TRUE,1680,0.30257451,0.304529038,0,300
neutral,1,1050,add,1,848,large,6_8_add_true.jpg,104,TRUE,1680,0.167255535,0.200374469,0,320
negative,1,1050,mult,2,848,large,9_7_mult_true.jpg,143,TRUE,1680,0.407669155,0.329170257,0,340
negative,1,1050,add,2,848,large,6_8_add_FNI.jpg,146,FALSE,1680,0.477203139,0.492934194,0,320
neutral,1,1050,add,1,848,small,5_3_add_true.jpg,146,TRUE,1680,0.209894269,0.22706752,0,400
negative,1,1050,add,2,848,small,3_6_add_FI.jpg,146,FALSE,1680,0.406101003,0.356413919,0,400
negative,1,1050,add,1,850,large,8_4_add_true.jpg,104,TRUE,1680,-0.123611687,-0.128233708,0,340
negative,1,1050,add,1,850,small,8_2_add_true.jpg,114,TRUE,1680,0.054235459,0.030534919,0,400
negative,1,1050,mult,2,851,large,8_4_mult_true.jpg,105,TRUE,1680,0.512816838,0.56602535,0,280
neutral,1,1050,mult,1,851,large,8_4_mult_true.jpg,108,TRUE,1680,0.789803585,0.442651466,0,40
neutral,1,1050,add,2,851,small,3_6_add_true.jpg,117,TRUE,1680,-0.071866501,-0.05642093,0,460
